,gene_id,hacat_stim_1,hacat_stim_2,hacat_unstim_1,hacat_unstim_2,myla_1,myla_2,naive_T_1,naive_T_2,GM12878,hacat_stim,hacat_unstim,myla,naive_T,gene_name
183,ENSG00000135423,,0.007402764753729999,,,,,1.23748041369e-05,,,3.44356478351e-05,,,9.25874652378e-07,GLS2
184,ENSG00000135437,,,,,,,0.0008033829228230001,5.60223289579e-07,,,,,1.3359690482000002e-10,RDH5
185,ENSG00000135439,,,,,,,,,,,,,0.0008877267857050002,AGAP2
186,ENSG00000135441,,,,,,,0.0008033829228230001,5.60223289579e-07,,,,,1.3359690482000002e-10,BLOC1S1
187,ENSG00000135446,,,,,,,0.00168757687068,,,,,,1.92777626094e-06,CDK4
188,ENSG00000135452,,,,,,,0.00168757687068,,,,,,1.92777626094e-06,TSPAN31
189,ENSG00000135469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005456419887949999,1.0,1.0,1.0,1.0,COQ10A
190,ENSG00000135473,1.0,8.27191332523e-07,1.0,1.0,1.0,1.0,1.0,7.84437186823e-15,5.95946371325e-14,5.65217249496e-10,1.0,0.00203378241663,4.14685749985e-11,PAN2
191,ENSG00000135482,,0.00043782541911300003,,0.0052718513536299996,,,7.685594112890001e-27,3.97892962797e-10,1.35929309478e-11,0.00610831522092,0.00420075860706,,2.8314221912e-24,ZC3H10
192,ENSG00000135506,,,,,,,0.00784552858471,,,,,,1.16963746011e-05,OS9
193,ENSG00000135870,,,,,,,,,,,,,0.000295735498726,RC3H1
194,ENSG00000136250,,,,,,,0.0013885943590799998,0.007120303356100002,,,,,7.874303200789999e-06,AOAH
195,ENSG00000136560,,,,,0.00675535872889,,,,0.000369723644375,,,0.00633869452196,,TANK
196,ENSG00000136826,,3.6333250887500003e-10,2.27343374042e-05,9.785549235489999e-12,,,,,,4.28063406508e-13,8.62135553133e-13,,,KLF4
197,ENSG00000137074,,,,,,,0.0010389280472999998,8.53812134265e-08,0.00030591142300200004,4.36730373352e-05,0.0007103673803110003,,7.119569729560001e-12,APTX
198,ENSG00000137265,,,,,0.005461955007759999,1.68179911169e-09,,,,,,5.873131451119998e-10,,IRF4
199,ENSG00000137714,,0.00762916038507,,,,,,,,0.00336402734019,,,,FDX1
200,ENSG00000137959,,,,,,,,,1.76223456252e-09,,,,0.000155291176711,IFI44L
201,ENSG00000137960,,0.00309288927809,,,,,,,,7.46592223529e-05,,,,GIPC2
